,Abstract Task,Input Data in Bytes,CPU Work,CPU Cores,CPU Work per Core
54,fertilizer_increase_cycles,100830904,5901,7,843.0
55,cycles_fertilizer_increase_output_parser,335514861,64,1,64.0
56,baseline_cycles,12438361,25136,8,3142.0
57,cycles,104863663,7217,7,1031.0
58,fertilizer_increase_cycles,100836163,5908,7,844.0
59,cycles_fertilizer_increase_output_parser,288432707,47,1,47.0
60,baseline_cycles,15823866,58680,8,7335.0
61,cycles,106681516,7805,7,1115.0
62,fertilizer_increase_cycles,103714943,6839,7,977.0
63,cycles_fertilizer_increase_output_parser,308102937,54,1,54.0
64,cycles_output_summary,2772683276,6,1,6.0
65,cycles_fertilizer_increase_output_summary,2255210,17,1,17.0
66,baseline_cycles,15134802,51856,8,6482.0
67,cycles,121431953,12537,7,1791.0
68,fertilizer_increase_cycles,123266848,13181,7,1883.0
69,cycles_fertilizer_increase_output_parser,226766297,26,1,26.0
70,baseline_cycles,14340702,43984,8,5498.0
71,cycles,219066453,43897,7,6271.0
72,fertilizer_increase_cycles,215363965,43043,7,6149.0
73,cycles_fertilizer_increase_output_parser,360998430,73,1,73.0
74,baseline_cycles,17300027,73312,8,9164.0
75,cycles,228561038,46949,7,6707.0
76,fertilizer_increase_cycles,227626876,47019,7,6717.0
77,cycles_fertilizer_increase_output_parser,289682671,48,1,48.0
78,baseline_cycles,15384938,54336,8,6792.0
79,cycles,102070394,6321,7,903.0
80,fertilizer_increase_cycles,102026116,6293,7,899.0
81,cycles_fertilizer_increase_output_parser,226743646,26,1,26.0
82,baseline_cycles,15354215,54032,8,6754.0
83,cycles,151701330,22260,7,3180.0
84,fertilizer_increase_cycles,152120601,22533,7,3219.0
85,cycles_fertilizer_increase_output_parser,394867717,84,1,84.0
86,baseline_cycles,13399136,34656,8,4332.0
87,cycles,177765705,30632,7,4376.0
88,fertilizer_increase_cycles,176022005,30282,7,4326.0
89,cycles_fertilizer_increase_output_parser,180562336,10,1,10.0
90,baseline_cycles,10869243,9584,8,1198.0
91,cycles,170123475,28182,7,4026.0
92,fertilizer_increase_cycles,172372833,29099,7,4157.0
93,cycles_fertilizer_increase_output_parser,321948407,59,1,59.0
94,baseline_cycles,15000278,50520,8,6315.0
95,cycles,111295841,9282,7,1326.0
96,fertilizer_increase_cycles,112813391,9786,7,1398.0
97,cycles_fertilizer_increase_output_parser,233851847,28,1,28.0
98,baseline_cycles,14701794,47568,8,5946.0
99,cycles,104509314,7105,7,1015.0
100,fertilizer_increase_cycles,102115271,6321,7,903.0
101,cycles_fertilizer_increase_output_parser,326673726,61,1,61.0
102,baseline_cycles,15290711,53400,8,6675.0
103,cycles,100989322,5978,7,854.0
104,fertilizer_increase_cycles,106910742,7875,7,1125.0
105,cycles_fertilizer_increase_output_parser,310458942,55,1,55.0
106,baseline_cycles,14257423,43160,8,5395.0
107,cycles,105631038,7462,7,1066.0
108,fertilizer_increase_cycles,103804136,6867,7,981.0
109,cycles_fertilizer_increase_output_parser,326968284,61,1,61.0
110,baseline_cycles,13812582,38752,8,4844.0
111,cycles,120833920,12348,7,1764.0
112,fertilizer_increase_cycles,124281251,13510,7,1930.0
113,cycles_fertilizer_increase_output_parser,405176624,88,1,88.0
114,baseline_cycles,11069300,11568,8,1446.0
115,cycles,224767436,45731,7,6533.0
116,fertilizer_increase_cycles,227276248,46900,7,6700.0
117,cycles_fertilizer_increase_output_parser,293442114,49,1,49.0
118,baseline_cycles,14419420,44768,8,5596.0
119,cycles,107453595,8050,7,1150.0
120,fertilizer_increase_cycles,102424319,6419,7,917.0
121,cycles_fertilizer_increase_output_parser,280901308,45,1,45.0
122,baseline_cycles,10919281,10080,8,1260.0
123,cycles,263087176,58037,7,8291.0
124,fertilizer_increase_cycles,262435037,58303,7,8329.0
125,cycles_fertilizer_increase_output_parser,235888546,29,1,29.0
126,baseline_cycles,15113258,51640,8,6455.0
127,cycles,107276631,7994,7,1142.0
128,fertilizer_increase_cycles,103731941,6846,7,978.0
129,cycles_fertilizer_increase_output_parser,312451384,56,1,56.0
130,cycles_output_summary,2938095184,7,1,7.0
131,cycles_fertilizer_increase_output_summary,2568973,27,1,27.0
132,baseline_cycles,16555778,65936,8,8242.0
133,cycles,257312113,56182,7,8026.0
134,fertilizer_increase_cycles,258546353,57043,7,8149.0
135,cycles_fertilizer_increase_output_parser,354246185,70,1,70.0
136,baseline_cycles,14249622,43080,8,5385.0
137,cycles,104129073,6986,7,998.0
138,fertilizer_increase_cycles,105800462,7518,7,1074.0
139,cycles_fertilizer_increase_output_parser,180559235,10,1,10.0
140,baseline_cycles,10920294,10096,8,1262.0
141,cycles,243207246,51653,7,7379.0
142,fertilizer_increase_cycles,242116141,51716,7,7388.0
143,cycles_fertilizer_increase_output_parser,374932854,78,1,78.0
144,baseline_cycles,11584472,16672,8,2084.0
145,cycles,153304915,22778,7,3254.0
146,fertilizer_increase_cycles,152431195,22638,7,3234.0
147,cycles_fertilizer_increase_output_parser,297309125,51,1,51.0
148,baseline_cycles,13977086,40384,8,5048.0
149,cycles,106853248,7861,7,1123.0
150,fertilizer_increase_cycles,105429084,7392,7,1056.0
151,cycles_fertilizer_increase_output_parser,264567509,39,1,39.0
152,baseline_cycles,15306734,53560,8,6695.0
153,cycles,177356415,30499,7,4357.0
154,fertilizer_increase_cycles,178628055,31129,7,4447.0
155,cycles_fertilizer_increase_output_parser,231933122,28,1,28.0
156,baseline_cycles,12412176,24880,8,3110.0
157,cycles,136871473,17500,7,2500.0
158,fertilizer_increase_cycles,136340425,17416,7,2488.0
159,cycles_fertilizer_increase_output_parser,298654512,51,1,51.0
160,baseline_cycles,13272922,33408,8,4176.0
161,cycles,102672268,6517,7,931.0
162,fertilizer_increase_cycles,103983654,6923,7,989.0
163,cycles_fertilizer_increase_output_parser,348576825,68,1,68.0
164,baseline_cycles,14974648,50272,8,6284.0
165,cycles,191208471,34951,7,4993.0
166,fertilizer_increase_cycles,188037935,34181,7,4883.0
167,cycles_fertilizer_increase_output_parser,316030080,57,1,57.0
168,baseline_cycles,15194458,52448,8,6556.0
169,cycles,160621537,25130,7,3590.0
170,fertilizer_increase_cycles,159632696,24969,7,3567.0
171,cycles_fertilizer_increase_output_parser,344482943,67,1,67.0
172,baseline_cycles,16449807,64888,8,8111.0
173,cycles,101851247,6251,7,893.0
174,fertilizer_increase_cycles,106652275,7791,7,1113.0
175,cycles_fertilizer_increase_output_parser,312057320,56,1,56.0
176,baseline_cycles,16986502,70200,8,8775.0
177,cycles,166391213,26978,7,3854.0
178,fertilizer_increase_cycles,163843294,26334,7,3762.0
179,cycles_fertilizer_increase_output_parser,255966003,36,1,36.0
180,baseline_cycles,17282252,73136,8,9142.0
181,cycles,104193599,7007,7,1001.0
182,fertilizer_increase_cycles,106838228,7854,7,1122.0
183,cycles_fertilizer_increase_output_parser,318858885,58,1,58.0
184,baseline_cycles,17251685,72832,8,9104.0
185,cycles,121733038,12635,7,1805.0
186,fertilizer_increase_cycles,120688398,12341,7,1763.0
187,cycles_fertilizer_increase_output_parser,217596684,23,1,23.0
188,baseline_cycles,13012131,30824,8,3853.0
189,cycles,162092314,25599,7,3657.0
190,fertilizer_increase_cycles,165347076,26824,7,3832.0
191,cycles_fertilizer_increase_output_parser,299008496,51,1,51.0
192,baseline_cycles,15589323,56360,8,7045.0
193,cycles,199263675,37541,7,5363.0
194,fertilizer_increase_cycles,199365919,37856,7,5408.0
195,cycles_fertilizer_increase_output_parser,297648003,51,1,51.0
196,cycles_output_summary,2439637804,5,1,5.0
197,cycles_fertilizer_increase_output_summary,3050019,42,1,42.0
198,baseline_cycles,13701006,37648,8,4706.0
199,cycles,162428641,25711,7,3673.0
200,fertilizer_increase_cycles,160118239,25130,7,3590.0
201,cycles_fertilizer_increase_output_parser,291146519,48,1,48.0
202,baseline_cycles,16409564,64488,8,8061.0
203,cycles,210820451,41251,7,5893.0
204,fertilizer_increase_cycles,212225337,42021,7,6003.0
205,cycles_fertilizer_increase_output_parser,180566829,10,1,10.0
206,baseline_cycles,16993046,70272,8,8784.0
207,cycles,150903854,22008,7,3144.0
208,fertilizer_increase_cycles,148633591,21406,7,3058.0
209,cycles_fertilizer_increase_output_parser,368007166,75,1,75.0
210,baseline_cycles,16339319,63792,8,7974.0
211,cycles,191172965,34937,7,4991.0
212,fertilizer_increase_cycles,191480042,35294,7,5042.0
213,cycles_fertilizer_increase_output_parser,235783997,29,1,29.0
214,baseline_cycles,15138831,51896,8,6487.0
215,cycles,168109628,27531,7,3933.0
216,fertilizer_increase_cycles,171294617,28749,7,4107.0
217,cycles_fertilizer_increase_output_parser,223871299,25,1,25.0
218,baseline_cycles,15463767,55112,8,6889.0
219,cycles,101229559,6055,7,865.0
220,fertilizer_increase_cycles,105219092,7329,7,1047.0
221,cycles_fertilizer_increase_output_parser,371200710,76,1,76.0
222,baseline_cycles,14650446,47056,8,5882.0
223,cycles,205297795,39480,7,5640.0
224,fertilizer_increase_cycles,206641314,40215,7,5745.0
225,cycles_fertilizer_increase_output_parser,290316902,48,1,48.0
226,baseline_cycles,14992458,50448,8,6306.0
227,cycles,137018349,17549,7,2507.0
228,fertilizer_increase_cycles,132249381,16093,7,2299.0
229,cycles_fertilizer_increase_output_parser,308394447,54,1,54.0
230,baseline_cycles,15012672,50648,8,6331.0
231,cycles,187184594,33656,7,4808.0
232,fertilizer_increase_cycles,183371864,32669,7,4667.0
233,cycles_fertilizer_increase_output_parser,213491812,21,1,21.0
234,baseline_cycles,16996158,70296,8,8787.0
235,cycles,105230524,7336,7,1048.0
236,fertilizer_increase_cycles,106231399,7658,7,1094.0
237,cycles_fertilizer_increase_output_parser,419506684,93,1,93.0
238,baseline_cycles,16556522,65944,8,8243.0
239,cycles,122638120,12929,7,1847.0
240,fertilizer_increase_cycles,122719659,12999,7,1857.0
241,cycles_fertilizer_increase_output_parser,358451855,72,1,72.0
242,baseline_cycles,10645636,7376,8,922.0
243,cycles,104570399,7126,7,1018.0
244,fertilizer_increase_cycles,102845695,6559,7,937.0
245,cycles_fertilizer_increase_output_parser,271955755,42,1,42.0
246,baseline_cycles,17060986,70944,8,8868.0
247,cycles,103479475,6776,7,968.0
248,fertilizer_increase_cycles,107520852,8071,7,1153.0
249,cycles_fertilizer_increase_output_parser,299624766,51,1,51.0
250,baseline_cycles,16173838,62152,8,7769.0
251,cycles,154566696,23184,7,3312.0
252,fertilizer_increase_cycles,156041397,23807,7,3401.0
253,cycles_fertilizer_increase_output_parser,408097779,89,1,89.0
254,baseline_cycles,16877814,69128,8,8641.0
255,cycles,165653899,26747,7,3821.0
256,fertilizer_increase_cycles,165810579,26971,7,3853.0
257,cycles_fertilizer_increase_output_parser,180556089,10,1,10.0
258,baseline_cycles,17135765,71680,8,8960.0
259,cycles,104767504,7189,7,1027.0
260,fertilizer_increase_cycles,103918789,6902,7,986.0
261,cycles_fertilizer_increase_output_parser,261908763,38,1,38.0
262,cycles_output_summary,2615164150,6,1,6.0
263,cycles_fertilizer_increase_output_summary,2185709,15,1,15.0
264,baseline_cycles,16353663,63936,8,7992.0
265,cycles,165592983,26726,7,3818.0
266,fertilizer_increase_cycles,168366625,27804,7,3972.0
267,cycles_fertilizer_increase_output_parser,191789602,14,1,14.0
268,baseline_cycles,14540417,45968,8,5746.0
269,cycles,105629001,7462,7,1066.0
270,fertilizer_increase_cycles,105868992,7539,7,1077.0
271,cycles_fertilizer_increase_output_parser,307071137,54,1,54.0
272,baseline_cycles,11223087,13096,8,1637.0
273,cycles,192352182,35322,7,5046.0
274,fertilizer_increase_cycles,195729241,36673,7,5239.0
275,cycles_fertilizer_increase_output_parser,180562280,10,1,10.0
276,baseline_cycles,15147906,51984,8,6498.0
277,cycles,145640930,20314,7,2902.0
278,fertilizer_increase_cycles,146622201,20755,7,2965.0
279,cycles_fertilizer_increase_output_parser,427370947,96,1,96.0
280,baseline_cycles,12608848,26824,8,3353.0
281,cycles,164299341,26306,7,3758.0
282,fertilizer_increase_cycles,162876749,26019,7,3717.0
283,cycles_fertilizer_increase_output_parser,375766768,78,1,78.0
284,baseline_cycles,10645636,7376,8,922.0
285,cycles,244813805,52171,7,7453.0
286,fertilizer_increase_cycles,245574754,52836,7,7548.0
287,cycles_fertilizer_increase_output_parser,316959343,57,1,57.0
288,baseline_cycles,11422847,15072,8,1884.0
289,cycles,107394848,8029,7,1147.0
290,fertilizer_increase_cycles,105892186,7546,7,1078.0
291,cycles_fertilizer_increase_output_parser,360612269,73,1,73.0
292,baseline_cycles,16094640,61368,8,7671.0
293,cycles,102110650,6335,7,905.0
294,fertilizer_increase_cycles,105849986,7532,7,1076.0
295,cycles_fertilizer_increase_output_parser,198159522,16,1,16.0
296,baseline_cycles,15734710,57800,8,7225.0
297,cycles,108454213,8372,7,1196.0
298,fertilizer_increase_cycles,106421544,7714,7,1102.0
299,cycles_fertilizer_increase_output_parser,270588178,41,1,41.0
300,baseline_cycles,13016969,30872,8,3859.0
301,cycles,106493087,7742,7,1106.0
302,fertilizer_increase_cycles,103990910,6930,7,990.0
303,cycles_fertilizer_increase_output_parser,347968926,68,1,68.0
304,baseline_cycles,14007077,40680,8,5085.0
305,cycles,222589065,45031,7,6433.0
306,fertilizer_increase_cycles,222620298,45395,7,6485.0
307,cycles_fertilizer_increase_output_parser,180560189,10,1,10.0
308,baseline_cycles,15888525,59320,8,7415.0
309,cycles,106827624,7847,7,1121.0
310,fertilizer_increase_cycles,106636079,7784,7,1112.0
311,cycles_fertilizer_increase_output_parser,439599968,100,1,100.0
312,baseline_cycles,14035581,40960,8,5120.0
313,cycles,125281064,13776,7,1968.0
314,fertilizer_increase_cycles,125408923,13874,7,1982.0
315,cycles_fertilizer_increase_output_parser,201914834,17,1,17.0
316,baseline_cycles,11183674,12704,8,1588.0
317,cycles,193195878,35588,7,5084.0
318,fertilizer_increase_cycles,190429301,34958,7,4994.0
319,cycles_fertilizer_increase_output_parser,460920766,107,1,107.0
320,baseline_cycles,13842175,39048,8,4881.0
321,cycles,226033511,46137,7,6591.0
322,fertilizer_increase_cycles,223368144,45633,7,6519.0
323,cycles_fertilizer_increase_output_parser,331131125,62,1,62.0
324,baseline_cycles,16637068,66744,8,8343.0
325,cycles,104783168,7196,7,1028.0
326,fertilizer_increase_cycles,104843864,7203,7,1029.0
327,cycles_fertilizer_increase_output_parser,186219925,12,1,12.0
328,cycles_output_summary,2523624140,5,1,5.0
329,cycles_fertilizer_increase_output_summary,1846660,4,1,4.0
330,baseline_cycles,12912284,29832,8,3729.0
331,cycles,187623513,33803,7,4829.0
332,fertilizer_increase_cycles,188872664,34454,7,4922.0
333,cycles_fertilizer_increase_output_parser,266538169,40,1,40.0
334,baseline_cycles,14920885,49736,8,6217.0
335,cycles,139304988,18284,7,2612.0
336,fertilizer_increase_cycles,142825343,19523,7,2789.0
337,cycles_fertilizer_increase_output_parser,180560945,10,1,10.0
338,baseline_cycles,15666597,57128,8,7141.0
339,cycles,108881211,8512,7,1216.0
340,fertilizer_increase_cycles,106544516,7756,7,1108.0
341,cycles_fertilizer_increase_output_parser,260575390,38,1,38.0
342,baseline_cycles,11423708,15080,8,1885.0
343,cycles,123553768,13223,7,1889.0
344,fertilizer_increase_cycles,122862110,13048,7,1864.0
345,cycles_fertilizer_increase_output_parser,264968693,39,1,39.0
346,baseline_cycles,16194019,62352,8,7794.0
347,cycles,102463886,6447,7,921.0
348,fertilizer_increase_cycles,106218884,7651,7,1093.0
349,cycles_fertilizer_increase_output_parser,461560229,108,1,108.0
350,baseline_cycles,13125856,31952,8,3994.0
351,cycles,102536118,6468,7,924.0
352,fertilizer_increase_cycles,106940365,7882,7,1126.0
353,cycles_fertilizer_increase_output_parser,308388688,54,1,54.0
354,baseline_cycles,11519989,16040,8,2005.0
355,cycles,225145552,45850,7,6550.0
356,fertilizer_increase_cycles,230004417,47789,7,6827.0
357,cycles_fertilizer_increase_output_parser,279106502,44,1,44.0
358,baseline_cycles,13981229,40424,8,5053.0
359,cycles,102655515,6510,7,930.0
360,fertilizer_increase_cycles,103725374,6839,7,977.0
361,cycles_fertilizer_increase_output_parser,215303098,22,1,22.0
362,baseline_cycles,14393829,44512,8,5564.0
363,cycles,106958729,7889,7,1127.0
364,fertilizer_increase_cycles,101867782,6237,7,891.0
365,cycles_fertilizer_increase_output_parser,265001806,39,1,39.0
366,baseline_cycles,13055389,31248,8,3906.0
367,cycles,183573591,32501,7,4643.0
368,fertilizer_increase_cycles,179827165,31521,7,4503.0
369,cycles_fertilizer_increase_output_parser,396273520,85,1,85.0
370,baseline_cycles,15121676,51728,8,6466.0
371,cycles,106897081,7875,7,1125.0
372,fertilizer_increase_cycles,104908664,7224,7,1032.0
373,cycles_fertilizer_increase_output_parser,328801834,61,1,61.0
374,baseline_cycles,10645636,7376,8,922.0
375,cycles,103897597,6909,7,987.0
376,fertilizer_increase_cycles,103888745,6895,7,985.0
377,cycles_fertilizer_increase_output_parser,238946631,30,1,30.0
378,baseline_cycles,15400406,54488,8,6811.0
379,cycles,104189788,7000,7,1000.0
380,fertilizer_increase_cycles,104262248,7014,7,1002.0
381,cycles_fertilizer_increase_output_parser,292076455,49,1,49.0
382,baseline_cycles,13219470,32880,8,4110.0
383,cycles,138864381,18137,7,2591.0
384,fertilizer_increase_cycles,141186472,18991,7,2713.0
385,cycles_fertilizer_increase_output_parser,267219954,40,1,40.0
386,baseline_cycles,17109895,71424,8,8928.0
387,cycles,101680648,6195,7,885.0
388,fertilizer_increase_cycles,103545742,6783,7,969.0
389,cycles_fertilizer_increase_output_parser,180563765,10,1,10.0
390,baseline_cycles,13066557,31360,8,3920.0
391,cycles,101391677,6104,7,872.0
392,fertilizer_increase_cycles,106958734,7889,7,1127.0
393,cycles_fertilizer_increase_output_parser,248347370,33,1,33.0
394,cycles_output_summary,2096775434,3,1,3.0
395,cycles_fertilizer_increase_output_summary,2275646,17,1,17.0
396,baseline_cycles,13890090,39520,8,4940.0
397,cycles,102362037,6412,7,916.0
398,fertilizer_increase_cycles,106794449,7840,7,1120.0
399,cycles_fertilizer_increase_output_parser,205835843,19,1,19.0
400,baseline_cycles,16910627,69448,8,8681.0
401,cycles,137132139,17584,7,2512.0
402,fertilizer_increase_cycles,138065111,17976,7,2568.0
403,cycles_fertilizer_increase_output_parser,186355657,12,1,12.0
404,baseline_cycles,14309057,43672,8,5459.0
405,cycles,207913082,40320,7,5760.0
406,fertilizer_increase_cycles,212450084,42098,7,6014.0
407,cycles_fertilizer_increase_output_parser,207928271,19,1,19.0
408,baseline_cycles,10645637,7376,8,922.0
409,cycles,123446736,13188,7,1884.0
410,fertilizer_increase_cycles,128690220,14938,7,2134.0
411,cycles_fertilizer_increase_output_parser,440377025,100,1,100.0
412,baseline_cycles,15483004,55304,8,6913.0
413,cycles,104580739,7126,7,1018.0
414,fertilizer_increase_cycles,100841640,5908,7,844.0
415,cycles_fertilizer_increase_output_parser,263199107,39,1,39.0
416,baseline_cycles,10858251,9480,8,1185.0
417,cycles,209254956,40747,7,5821.0
418,fertilizer_increase_cycles,204665874,39571,7,5653.0
419,cycles_fertilizer_increase_output_parser,226069180,26,1,26.0
420,baseline_cycles,13529393,35944,8,4493.0
421,cycles,210169682,41041,7,5863.0
422,fertilizer_increase_cycles,210385838,41426,7,5918.0
423,cycles_fertilizer_increase_output_parser,367294007,75,1,75.0
424,baseline_cycles,11415152,15000,8,1875.0
425,cycles,159879723,24892,7,3556.0
426,fertilizer_increase_cycles,158157597,24493,7,3499.0
427,cycles_fertilizer_increase_output_parser,393714402,84,1,84.0
428,baseline_cycles,16564278,66016,8,8252.0
429,cycles,162208758,25634,7,3662.0
430,fertilizer_increase_cycles,158689624,24661,7,3523.0
431,cycles_fertilizer_increase_output_parser,385119906,81,1,81.0
432,baseline_cycles,11589593,16728,8,2091.0
433,cycles,178124323,30751,7,4393.0
434,fertilizer_increase_cycles,179647520,31458,7,4494.0
435,cycles_fertilizer_increase_output_parser,296540506,50,1,50.0
436,baseline_cycles,14198473,42576,8,5322.0
437,cycles,101826493,6244,7,892.0
438,fertilizer_increase_cycles,104650391,7140,7,1020.0
439,cycles_fertilizer_increase_output_parser,430973004,97,1,97.0
440,baseline_cycles,16775948,68120,8,8515.0
441,cycles,115772069,10724,7,1532.0
442,fertilizer_increase_cycles,120815050,12383,7,1769.0
443,cycles_fertilizer_increase_output_parser,259546473,37,1,37.0
444,baseline_cycles,15164686,52152,8,6519.0
445,cycles,232370195,48174,7,6882.0
446,fertilizer_increase_cycles,233108470,48797,7,6971.0
447,cycles_fertilizer_increase_output_parser,321986203,59,1,59.0
448,baseline_cycles,15104766,51560,8,6445.0
449,cycles,101698687,6202,7,886.0
450,fertilizer_increase_cycles,103937932,6909,7,987.0
451,cycles_fertilizer_increase_output_parser,271503329,42,1,42.0
452,baseline_cycles,15333459,53824,8,6728.0
453,cycles,105398998,7392,7,1056.0
454,fertilizer_increase_cycles,107187900,7966,7,1138.0
455,cycles_fertilizer_increase_output_parser,180569925,10,1,10.0
456,baseline_cycles,14801907,48560,8,6070.0
457,cycles,104199278,7007,7,1001.0
458,fertilizer_increase_cycles,106937389,7882,7,1126.0
459,cycles_fertilizer_increase_output_parser,325256916,60,1,60.0
460,cycles_output_summary,2417339013,4,1,4.0
461,cycles_fertilizer_increase_output_summary,3053468,42,1,42.0
462,baseline_cycles,14303078,43616,8,5452.0
463,cycles,112181329,9569,7,1367.0
464,fertilizer_increase_cycles,113005455,9849,7,1407.0
465,cycles_fertilizer_increase_output_parser,338449267,65,1,65.0
466,baseline_cycles,16409547,64488,8,8061.0
467,cycles,216560575,43092,7,6156.0
468,fertilizer_increase_cycles,218387771,44023,7,6289.0
469,cycles_fertilizer_increase_output_parser,318700342,58,1,58.0
470,baseline_cycles,11385871,14704,8,1838.0
471,cycles,194794611,36106,7,5158.0
472,fertilizer_increase_cycles,195943803,36743,7,5249.0
473,cycles_fertilizer_increase_output_parser,266441487,40,1,40.0
474,baseline_cycles,16238203,62792,8,7849.0
475,cycles,106388792,7707,7,1101.0
476,fertilizer_increase_cycles,102740744,6524,7,932.0
477,cycles_fertilizer_increase_output_parser,180563439,10,1,10.0
478,baseline_cycles,13824318,38872,8,4859.0
479,cycles,171552416,28637,7,4091.0
480,fertilizer_increase_cycles,173100897,29337,7,4191.0
481,cycles_fertilizer_increase_output_parser,301168073,52,1,52.0
482,baseline_cycles,16595220,66328,8,8291.0
483,cycles,104465258,7091,7,1013.0
484,fertilizer_increase_cycles,107498939,8064,7,1152.0
485,cycles_fertilizer_increase_output_parser,310662888,55,1,55.0
486,baseline_cycles,14549519,46056,8,5757.0
487,cycles,216534307,43085,7,6155.0
488,fertilizer_increase_cycles,212886198,42238,7,6034.0
489,cycles_fertilizer_increase_output_parser,270899044,41,1,41.0
490,baseline_cycles,12917611,29888,8,3736.0
491,cycles,138067226,17885,7,2555.0
492,fertilizer_increase_cycles,136907280,17598,7,2514.0
493,cycles_fertilizer_increase_output_parser,264723746,39,1,39.0
494,baseline_cycles,13667528,37312,8,4664.0
495,cycles,104330192,7049,7,1007.0
496,fertilizer_increase_cycles,103427179,6748,7,964.0
497,cycles_fertilizer_increase_output_parser,231619068,28,1,28.0
498,baseline_cycles,16187310,62288,8,7786.0
499,cycles,101243274,6055,7,865.0
500,fertilizer_increase_cycles,105136870,7301,7,1043.0
501,cycles_fertilizer_increase_output_parser,306304395,54,1,54.0
502,baseline_cycles,16149613,61912,8,7739.0
503,cycles,222570780,45024,7,6432.0
504,fertilizer_increase_cycles,224140498,45885,7,6555.0
505,cycles_fertilizer_increase_output_parser,291863599,49,1,49.0
506,baseline_cycles,17087980,71208,8,8901.0
507,cycles,182864846,32270,7,4610.0
508,fertilizer_increase_cycles,185918658,33495,7,4785.0
509,cycles_fertilizer_increase_output_parser,267600099,40,1,40.0
510,baseline_cycles,16422371,64616,8,8077.0
511,cycles,105555380,7441,7,1063.0
512,fertilizer_increase_cycles,106910637,7875,7,1125.0
513,cycles_fertilizer_increase_output_parser,406030379,88,1,88.0
514,baseline_cycles,16478628,65168,8,8146.0
515,cycles,163536605,26061,7,3723.0
516,fertilizer_increase_cycles,164664103,26600,7,3800.0
517,cycles_fertilizer_increase_output_parser,299622835,51,1,51.0
518,baseline_cycles,13956404,40176,8,5022.0
519,cycles,202794318,38675,7,5525.0
520,fertilizer_increase_cycles,198843665,37681,7,5383.0
521,cycles_fertilizer_increase_output_parser,293513524,49,1,49.0
522,baseline_cycles,17021301,70552,8,8819.0
523,cycles,168982295,27811,7,3973.0
524,fertilizer_increase_cycles,162935481,26040,7,3720.0
525,cycles_fertilizer_increase_output_parser,180563559,10,1,10.0
526,cycles_output_summary,2698961764,6,1,6.0
527,cycles_fertilizer_increase_output_summary,2485172,24,1,24.0
528,baseline_cycles,16833651,68688,8,8586.0
529,cycles,253519037,54964,7,7852.0
530,fertilizer_increase_cycles,249694970,54173,7,7739.0
