,Abstract Task,Input Data in Bytes,CPU Work,CPU Cores,CPU Work per Core
112,fertilizer_increase_cycles,124281251,5901,7,843.0
113,cycles_fertilizer_increase_output_parser,405176624,111,1,111.0
114,baseline_cycles,11069300,40280,8,5035.0
115,cycles,224767436,5922,7,846.0
116,fertilizer_increase_cycles,227276248,12747,7,1821.0
117,cycles_fertilizer_increase_output_parser,293442114,85,1,85.0
118,baseline_cycles,14419420,62528,8,7816.0
119,cycles,107453595,5922,7,846.0
120,fertilizer_increase_cycles,102424319,26306,7,3758.0
121,cycles_fertilizer_increase_output_parser,280901308,20,1,20.0
122,baseline_cycles,10919281,60880,8,7610.0
123,cycles,263087176,5922,7,846.0
124,fertilizer_increase_cycles,262435037,5901,7,843.0
125,cycles_fertilizer_increase_output_parser,235888546,97,1,97.0
126,baseline_cycles,15113258,56960,8,7120.0
127,cycles,107276631,50008,7,7144.0
128,fertilizer_increase_cycles,103731941,8414,7,1202.0
129,cycles_fertilizer_increase_output_parser,312451384,76,1,76.0
130,cycles_output_summary,2938095184,3,1,3.0
131,cycles_fertilizer_increase_output_summary,2568973,25,1,25.0
132,baseline_cycles,16555778,28592,8,3574.0
133,cycles,257312113,5922,7,846.0
134,fertilizer_increase_cycles,258546353,12663,7,1809.0
135,cycles_fertilizer_increase_output_parser,354246185,44,1,44.0
136,baseline_cycles,14249622,26184,8,3273.0
137,cycles,104129073,40866,7,5838.0
138,fertilizer_increase_cycles,105800462,5901,7,843.0
139,cycles_fertilizer_increase_output_parser,180559235,74,1,74.0
140,baseline_cycles,10920294,16160,8,2020.0
141,cycles,243207246,5922,7,846.0
142,fertilizer_increase_cycles,242116141,5901,7,843.0
143,cycles_fertilizer_increase_output_parser,374932854,65,1,65.0
144,baseline_cycles,11584472,7376,8,922.0
145,cycles,153304915,19460,7,2780.0
146,fertilizer_increase_cycles,152431195,5901,7,843.0
147,cycles_fertilizer_increase_output_parser,297309125,25,1,25.0
148,baseline_cycles,13977086,7376,8,922.0
149,cycles,106853248,30912,7,4416.0
150,fertilizer_increase_cycles,105429084,37667,7,5381.0
151,cycles_fertilizer_increase_output_parser,264567509,63,1,63.0
152,baseline_cycles,15306734,21648,8,2706.0
153,cycles,177356415,25011,7,3573.0
154,fertilizer_increase_cycles,178628055,5901,7,843.0
155,cycles_fertilizer_increase_output_parser,231933122,103,1,103.0
156,baseline_cycles,12412176,7376,8,922.0
157,cycles,136871473,5922,7,846.0
158,fertilizer_increase_cycles,136340425,23793,7,3399.0
159,cycles_fertilizer_increase_output_parser,298654512,111,1,111.0
160,baseline_cycles,13272922,24912,8,3114.0
161,cycles,102672268,5922,7,846.0
162,fertilizer_increase_cycles,103983654,5901,7,843.0
163,cycles_fertilizer_increase_output_parser,348576825,92,1,92.0
164,baseline_cycles,14974648,7376,8,922.0
165,cycles,191208471,47915,7,6845.0
166,fertilizer_increase_cycles,188037935,49539,7,7077.0
167,cycles_fertilizer_increase_output_parser,316030080,74,1,74.0
168,baseline_cycles,15194458,31664,8,3958.0
169,cycles,160621537,45514,7,6502.0
170,fertilizer_increase_cycles,159632696,5901,7,843.0
171,cycles_fertilizer_increase_output_parser,344482943,101,1,101.0
172,baseline_cycles,16449807,17928,8,2241.0
173,cycles,101851247,5922,7,846.0
174,fertilizer_increase_cycles,106652275,5901,7,843.0
175,cycles_fertilizer_increase_output_parser,312057320,79,1,79.0
176,baseline_cycles,16986502,7376,8,922.0
177,cycles,166391213,41755,7,5965.0
178,fertilizer_increase_cycles,163843294,5901,7,843.0
179,cycles_fertilizer_increase_output_parser,255966003,71,1,71.0
180,baseline_cycles,17282252,56960,8,7120.0
181,cycles,104193599,33866,7,4838.0
182,fertilizer_increase_cycles,106838228,5901,7,843.0
183,cycles_fertilizer_increase_output_parser,318858885,82,1,82.0
184,baseline_cycles,17251685,7376,8,922.0
185,cycles,121733038,5922,7,846.0
186,fertilizer_increase_cycles,120688398,41314,7,5902.0
187,cycles_fertilizer_increase_output_parser,217596684,90,1,90.0
188,baseline_cycles,13012131,39440,8,4930.0
189,cycles,162092314,39655,7,5665.0
190,fertilizer_increase_cycles,165347076,54691,7,7813.0
191,cycles_fertilizer_increase_output_parser,299008496,39,1,39.0
192,baseline_cycles,15589323,7376,8,922.0
193,cycles,199263675,37968,7,5424.0
194,fertilizer_increase_cycles,199365919,56329,7,8047.0
195,cycles_fertilizer_increase_output_parser,297648003,93,1,93.0
196,cycles_output_summary,2439637804,3,1,3.0
197,cycles_fertilizer_increase_output_summary,3050019,9,1,9.0
198,baseline_cycles,13701006,46408,8,5801.0
199,cycles,162428641,25907,7,3701.0
200,fertilizer_increase_cycles,160118239,5901,7,843.0
201,cycles_fertilizer_increase_output_parser,291146519,37,1,37.0
202,baseline_cycles,16409564,7376,8,922.0
203,cycles,210820451,31591,7,4513.0
204,fertilizer_increase_cycles,212225337,5901,7,843.0
205,cycles_fertilizer_increase_output_parser,180566829,61,1,61.0
206,baseline_cycles,16993046,7376,8,922.0
207,cycles,150903854,20097,7,2871.0
208,fertilizer_increase_cycles,148633591,49637,7,7091.0
209,cycles_fertilizer_increase_output_parser,368007166,10,1,10.0
210,baseline_cycles,16339319,51160,8,6395.0
211,cycles,191172965,46767,7,6681.0
212,fertilizer_increase_cycles,191480042,25844,7,3692.0
213,cycles_fertilizer_increase_output_parser,235783997,48,1,48.0
214,baseline_cycles,15138831,12352,8,1544.0
215,cycles,168109628,48881,7,6983.0
216,fertilizer_increase_cycles,171294617,17003,7,2429.0
217,cycles_fertilizer_increase_output_parser,223871299,69,1,69.0
218,baseline_cycles,15463767,50904,8,6363.0
219,cycles,101229559,42399,7,6057.0
220,fertilizer_increase_cycles,105219092,5901,7,843.0
221,cycles_fertilizer_increase_output_parser,371200710,66,1,66.0
222,baseline_cycles,14650446,7376,8,922.0
223,cycles,205297795,5922,7,846.0
224,fertilizer_increase_cycles,206641314,5901,7,843.0
225,cycles_fertilizer_increase_output_parser,290316902,107,1,107.0
226,baseline_cycles,14992458,52224,8,6528.0
227,cycles,137018349,48538,7,6934.0
228,fertilizer_increase_cycles,132249381,25704,7,3672.0
229,cycles_fertilizer_increase_output_parser,308394447,44,1,44.0
230,baseline_cycles,15012672,60160,8,7520.0
231,cycles,187184594,30870,7,4410.0
232,fertilizer_increase_cycles,183371864,34874,7,4982.0
233,cycles_fertilizer_increase_output_parser,213491812,101,1,101.0
234,baseline_cycles,16996158,17656,8,2207.0
235,cycles,105230524,5922,7,846.0
236,fertilizer_increase_cycles,106231399,12978,7,1854.0
237,cycles_fertilizer_increase_output_parser,419506684,111,1,111.0
238,baseline_cycles,16556522,7376,8,922.0
239,cycles,122638120,8547,7,1221.0
240,fertilizer_increase_cycles,122719659,16394,7,2342.0
241,cycles_fertilizer_increase_output_parser,358451855,48,1,48.0
242,baseline_cycles,10645636,53032,8,6629.0
243,cycles,104570399,15806,7,2258.0
244,fertilizer_increase_cycles,102845695,5901,7,843.0
245,cycles_fertilizer_increase_output_parser,271955755,30,1,30.0
246,baseline_cycles,17060986,32480,8,4060.0
247,cycles,103479475,5922,7,846.0
248,fertilizer_increase_cycles,107520852,5901,7,843.0
249,cycles_fertilizer_increase_output_parser,299624766,78,1,78.0
250,baseline_cycles,16173838,43016,8,5377.0
251,cycles,154566696,5922,7,846.0
252,fertilizer_increase_cycles,156041397,39830,7,5690.0
253,cycles_fertilizer_increase_output_parser,408097779,110,1,110.0
254,baseline_cycles,16877814,22536,8,2817.0
255,cycles,165653899,19390,7,2770.0
256,fertilizer_increase_cycles,165810579,35329,7,5047.0
257,cycles_fertilizer_increase_output_parser,180556089,38,1,38.0
258,baseline_cycles,17135765,7376,8,922.0
259,cycles,104767504,27671,7,3953.0
260,fertilizer_increase_cycles,103918789,13811,7,1973.0
261,cycles_fertilizer_increase_output_parser,261908763,108,1,108.0
262,cycles_output_summary,2615164150,3,1,3.0
263,cycles_fertilizer_increase_output_summary,2185709,4,1,4.0
264,baseline_cycles,16353663,65288,8,8161.0
265,cycles,165592983,8169,7,1167.0
266,fertilizer_increase_cycles,168366625,10542,7,1506.0
267,cycles_fertilizer_increase_output_parser,191789602,43,1,43.0
268,baseline_cycles,14540417,24720,8,3090.0
269,cycles,105629001,38360,7,5480.0
270,fertilizer_increase_cycles,105868992,14728,7,2104.0
271,cycles_fertilizer_increase_output_parser,307071137,43,1,43.0
272,baseline_cycles,11223087,7376,8,922.0
273,cycles,192352182,25613,7,3659.0
274,fertilizer_increase_cycles,195729241,34006,7,4858.0
275,cycles_fertilizer_increase_output_parser,180562280,63,1,63.0
276,baseline_cycles,15147906,22832,8,2854.0
277,cycles,145640930,8078,7,1154.0
278,fertilizer_increase_cycles,146622201,14189,7,2027.0
279,cycles_fertilizer_increase_output_parser,427370947,66,1,66.0
280,baseline_cycles,12608848,17152,8,2144.0
281,cycles,164299341,32249,7,4607.0
282,fertilizer_increase_cycles,162876749,10108,7,1444.0
283,cycles_fertilizer_increase_output_parser,375766768,85,1,85.0
284,baseline_cycles,10645636,19496,8,2437.0
285,cycles,244813805,23534,7,3362.0
286,fertilizer_increase_cycles,245574754,48860,7,6980.0
287,cycles_fertilizer_increase_output_parser,316959343,104,1,104.0
288,baseline_cycles,11422847,45104,8,5638.0
289,cycles,107394848,19642,7,2806.0
290,fertilizer_increase_cycles,105892186,5901,7,843.0
291,cycles_fertilizer_increase_output_parser,360612269,106,1,106.0
292,baseline_cycles,16094640,16064,8,2008.0
293,cycles,102110650,5922,7,846.0
294,fertilizer_increase_cycles,105849986,36015,7,5145.0
295,cycles_fertilizer_increase_output_parser,198159522,108,1,108.0
296,baseline_cycles,15734710,7376,8,922.0
297,cycles,108454213,40831,7,5833.0
298,fertilizer_increase_cycles,106421544,12992,7,1856.0
299,cycles_fertilizer_increase_output_parser,270588178,35,1,35.0
300,baseline_cycles,13016969,30816,8,3852.0
301,cycles,106493087,9905,7,1415.0
302,fertilizer_increase_cycles,103990910,5901,7,843.0
303,cycles_fertilizer_increase_output_parser,347968926,75,1,75.0
304,baseline_cycles,14007077,7376,8,922.0
305,cycles,222589065,35322,7,5046.0
306,fertilizer_increase_cycles,222620298,39550,7,5650.0
307,cycles_fertilizer_increase_output_parser,180560189,70,1,70.0
308,baseline_cycles,15888525,50856,8,6357.0
309,cycles,106827624,5922,7,846.0
310,fertilizer_increase_cycles,106636079,17857,7,2551.0
311,cycles_fertilizer_increase_output_parser,439599968,84,1,84.0
312,baseline_cycles,14035581,55080,8,6885.0
313,cycles,125281064,5922,7,846.0
314,fertilizer_increase_cycles,125408923,5901,7,843.0
315,cycles_fertilizer_increase_output_parser,201914834,71,1,71.0
316,baseline_cycles,11183674,41376,8,5172.0
317,cycles,193195878,7007,7,1001.0
318,fertilizer_increase_cycles,190429301,5901,7,843.0
319,cycles_fertilizer_increase_output_parser,460920766,53,1,53.0
320,baseline_cycles,13842175,19280,8,2410.0
321,cycles,226033511,5922,7,846.0
322,fertilizer_increase_cycles,223368144,43253,7,6179.0
323,cycles_fertilizer_increase_output_parser,331131125,32,1,32.0
324,baseline_cycles,16637068,22272,8,2784.0
325,cycles,104783168,5922,7,846.0
326,fertilizer_increase_cycles,104843864,27237,7,3891.0
327,cycles_fertilizer_increase_output_parser,186219925,74,1,74.0
328,cycles_output_summary,2523624140,3,1,3.0
329,cycles_fertilizer_increase_output_summary,1846660,30,1,30.0
330,baseline_cycles,12912284,7376,8,922.0
331,cycles,187623513,26488,7,3784.0
332,fertilizer_increase_cycles,188872664,6013,7,859.0
333,cycles_fertilizer_increase_output_parser,266538169,89,1,89.0
334,baseline_cycles,14920885,18056,8,2257.0
335,cycles,139304988,5922,7,846.0
336,fertilizer_increase_cycles,142825343,44751,7,6393.0
337,cycles_fertilizer_increase_output_parser,180560945,24,1,24.0
338,baseline_cycles,15666597,7376,8,922.0
339,cycles,108881211,5922,7,846.0
340,fertilizer_increase_cycles,106544516,5901,7,843.0
341,cycles_fertilizer_increase_output_parser,260575390,75,1,75.0
342,baseline_cycles,11423708,40488,8,5061.0
343,cycles,123553768,34881,7,4983.0
344,fertilizer_increase_cycles,122862110,5901,7,843.0
345,cycles_fertilizer_increase_output_parser,264968693,90,1,90.0
346,baseline_cycles,16194019,8104,8,1013.0
347,cycles,102463886,46123,7,6589.0
348,fertilizer_increase_cycles,106218884,57267,7,8181.0
349,cycles_fertilizer_increase_output_parser,461560229,42,1,42.0
350,baseline_cycles,13125856,35432,8,4429.0
351,cycles,102536118,23611,7,3373.0
352,fertilizer_increase_cycles,106940365,27041,7,3863.0
353,cycles_fertilizer_increase_output_parser,308388688,93,1,93.0
354,baseline_cycles,11519989,55416,8,6927.0
355,cycles,225145552,5922,7,846.0
356,fertilizer_increase_cycles,230004417,44268,7,6324.0
357,cycles_fertilizer_increase_output_parser,279106502,89,1,89.0
358,baseline_cycles,13981229,53576,8,6697.0
359,cycles,102655515,28595,7,4085.0
360,fertilizer_increase_cycles,103725374,5901,7,843.0
361,cycles_fertilizer_increase_output_parser,215303098,53,1,53.0
362,baseline_cycles,14393829,68344,8,8543.0
363,cycles,106958729,36575,7,5225.0
364,fertilizer_increase_cycles,101867782,16548,7,2364.0
365,cycles_fertilizer_increase_output_parser,265001806,73,1,73.0
366,baseline_cycles,13055389,7376,8,922.0
367,cycles,183573591,36183,7,5169.0
368,fertilizer_increase_cycles,179827165,21910,7,3130.0
369,cycles_fertilizer_increase_output_parser,396273520,104,1,104.0
370,baseline_cycles,15121676,7376,8,922.0
371,cycles,106897081,31339,7,4477.0
372,fertilizer_increase_cycles,104908664,18851,7,2693.0
373,cycles_fertilizer_increase_output_parser,328801834,74,1,74.0
374,baseline_cycles,10645636,52752,8,6594.0
375,cycles,103897597,5922,7,846.0
376,fertilizer_increase_cycles,103888745,56770,7,8110.0
377,cycles_fertilizer_increase_output_parser,238946631,56,1,56.0
378,baseline_cycles,15400406,7376,8,922.0
379,cycles,104189788,5922,7,846.0
380,fertilizer_increase_cycles,104262248,44807,7,6401.0
381,cycles_fertilizer_increase_output_parser,292076455,63,1,63.0
382,baseline_cycles,13219470,46648,8,5831.0
383,cycles,138864381,24108,7,3444.0
384,fertilizer_increase_cycles,141186472,21357,7,3051.0
385,cycles_fertilizer_increase_output_parser,267219954,109,1,109.0
386,baseline_cycles,17109895,63208,8,7901.0
387,cycles,101680648,5922,7,846.0
388,fertilizer_increase_cycles,103545742,12838,7,1834.0
389,cycles_fertilizer_increase_output_parser,180563765,99,1,99.0
390,baseline_cycles,13066557,46464,8,5808.0
391,cycles,101391677,20146,7,2878.0
392,fertilizer_increase_cycles,106958734,48321,7,6903.0
393,cycles_fertilizer_increase_output_parser,248347370,95,1,95.0
394,cycles_output_summary,2096775434,5,1,5.0
395,cycles_fertilizer_increase_output_summary,2275646,15,1,15.0
396,baseline_cycles,13890090,48168,8,6021.0
397,cycles,102362037,5922,7,846.0
398,fertilizer_increase_cycles,106794449,34209,7,4887.0
399,cycles_fertilizer_increase_output_parser,205835843,96,1,96.0
400,baseline_cycles,16910627,7376,8,922.0
401,cycles,137132139,5922,7,846.0
402,fertilizer_increase_cycles,138065111,5901,7,843.0
403,cycles_fertilizer_increase_output_parser,186355657,67,1,67.0
404,baseline_cycles,14309057,50488,8,6311.0
405,cycles,207913082,39627,7,5661.0
406,fertilizer_increase_cycles,212450084,11256,7,1608.0
407,cycles_fertilizer_increase_output_parser,207928271,103,1,103.0
408,baseline_cycles,10645637,7376,8,922.0
409,cycles,123446736,5922,7,846.0
410,fertilizer_increase_cycles,128690220,5901,7,843.0
411,cycles_fertilizer_increase_output_parser,440377025,109,1,109.0
412,baseline_cycles,15483004,57440,8,7180.0
413,cycles,104580739,9744,7,1392.0
414,fertilizer_increase_cycles,100841640,26502,7,3786.0
415,cycles_fertilizer_increase_output_parser,263199107,40,1,40.0
416,baseline_cycles,10858251,7376,8,922.0
417,cycles,209254956,17199,7,2457.0
418,fertilizer_increase_cycles,204665874,5901,7,843.0
419,cycles_fertilizer_increase_output_parser,226069180,73,1,73.0
420,baseline_cycles,13529393,19472,8,2434.0
421,cycles,210169682,24122,7,3446.0
422,fertilizer_increase_cycles,210385838,24402,7,3486.0
423,cycles_fertilizer_increase_output_parser,367294007,42,1,42.0
424,baseline_cycles,11415152,44272,8,5534.0
425,cycles,159879723,7392,7,1056.0
426,fertilizer_increase_cycles,158157597,53459,7,7637.0
427,cycles_fertilizer_increase_output_parser,393714402,111,1,111.0
428,baseline_cycles,16564278,57312,8,7164.0
429,cycles,162208758,35420,7,5060.0
430,fertilizer_increase_cycles,158689624,5901,7,843.0
431,cycles_fertilizer_increase_output_parser,385119906,96,1,96.0
432,baseline_cycles,11589593,56088,8,7011.0
433,cycles,178124323,20580,7,2940.0
434,fertilizer_increase_cycles,179647520,5901,7,843.0
435,cycles_fertilizer_increase_output_parser,296540506,102,1,102.0
436,baseline_cycles,14198473,54408,8,6801.0
437,cycles,101826493,5922,7,846.0
438,fertilizer_increase_cycles,104650391,5901,7,843.0
439,cycles_fertilizer_increase_output_parser,430973004,26,1,26.0
440,baseline_cycles,16775948,7376,8,922.0
441,cycles,115772069,32774,7,4682.0
442,fertilizer_increase_cycles,120815050,28539,7,4077.0
443,cycles_fertilizer_increase_output_parser,259546473,95,1,95.0
444,baseline_cycles,15164686,49776,8,6222.0
445,cycles,232370195,56231,7,8033.0
446,fertilizer_increase_cycles,233108470,42385,7,6055.0
447,cycles_fertilizer_increase_output_parser,321986203,62,1,62.0
448,baseline_cycles,15104766,7376,8,922.0
449,cycles,101698687,34531,7,4933.0
450,fertilizer_increase_cycles,103937932,5901,7,843.0
451,cycles_fertilizer_increase_output_parser,271503329,62,1,62.0
452,baseline_cycles,15333459,42040,8,5255.0
453,cycles,105398998,27951,7,3993.0
454,fertilizer_increase_cycles,107187900,6510,7,930.0
455,cycles_fertilizer_increase_output_parser,180569925,93,1,93.0
456,baseline_cycles,14801907,49400,8,6175.0
457,cycles,104199278,22757,7,3251.0
458,fertilizer_increase_cycles,106937389,5901,7,843.0
459,cycles_fertilizer_increase_output_parser,325256916,86,1,86.0
460,cycles_output_summary,2417339013,3,1,3.0
461,cycles_fertilizer_increase_output_summary,3053468,4,1,4.0
462,baseline_cycles,14303078,35336,8,4417.0
463,cycles,112181329,13244,7,1892.0
464,fertilizer_increase_cycles,113005455,40873,7,5839.0
465,cycles_fertilizer_increase_output_parser,338449267,73,1,73.0
466,baseline_cycles,16409547,69824,8,8728.0
467,cycles,216560575,30079,7,4297.0
468,fertilizer_increase_cycles,218387771,5901,7,843.0
469,cycles_fertilizer_increase_output_parser,318700342,70,1,70.0
470,baseline_cycles,11385871,18624,8,2328.0
471,cycles,194794611,35833,7,5119.0
472,fertilizer_increase_cycles,195943803,7609,7,1087.0
473,cycles_fertilizer_increase_output_parser,266441487,46,1,46.0
474,baseline_cycles,16238203,57144,8,7143.0
475,cycles,106388792,25263,7,3609.0
476,fertilizer_increase_cycles,102740744,5901,7,843.0
477,cycles_fertilizer_increase_output_parser,180563439,47,1,47.0
478,baseline_cycles,13824318,52112,8,6514.0
479,cycles,171552416,56035,7,8005.0
480,fertilizer_increase_cycles,173100897,40138,7,5734.0
481,cycles_fertilizer_increase_output_parser,301168073,97,1,97.0
482,baseline_cycles,16595220,20976,8,2622.0
483,cycles,104465258,21525,7,3075.0
484,fertilizer_increase_cycles,107498939,5901,7,843.0
485,cycles_fertilizer_increase_output_parser,310662888,106,1,106.0
486,baseline_cycles,14549519,25608,8,3201.0
487,cycles,216534307,58037,7,8291.0
488,fertilizer_increase_cycles,212886198,5901,7,843.0
489,cycles_fertilizer_increase_output_parser,270899044,59,1,59.0
490,baseline_cycles,12917611,73600,8,9200.0
491,cycles,138067226,32403,7,4629.0
492,fertilizer_increase_cycles,136907280,35819,7,5117.0
493,cycles_fertilizer_increase_output_parser,264723746,45,1,45.0
494,baseline_cycles,13667528,25496,8,3187.0
495,cycles,104330192,5922,7,846.0
496,fertilizer_increase_cycles,103427179,14833,7,2119.0
497,cycles_fertilizer_increase_output_parser,231619068,93,1,93.0
498,baseline_cycles,16187310,7376,8,922.0
499,cycles,101243274,5922,7,846.0
500,fertilizer_increase_cycles,105136870,54635,7,7805.0
501,cycles_fertilizer_increase_output_parser,306304395,89,1,89.0
502,baseline_cycles,16149613,7376,8,922.0
503,cycles,222570780,15967,7,2281.0
504,fertilizer_increase_cycles,224140498,5901,7,843.0
505,cycles_fertilizer_increase_output_parser,291863599,93,1,93.0
506,baseline_cycles,17087980,7376,8,922.0
507,cycles,182864846,17262,7,2466.0
508,fertilizer_increase_cycles,185918658,5901,7,843.0
509,cycles_fertilizer_increase_output_parser,267600099,64,1,64.0
510,baseline_cycles,16422371,24808,8,3101.0
511,cycles,105555380,22057,7,3151.0
512,fertilizer_increase_cycles,106910637,16422,7,2346.0
513,cycles_fertilizer_increase_output_parser,406030379,103,1,103.0
514,baseline_cycles,16478628,27336,8,3417.0
515,cycles,163536605,5922,7,846.0
516,fertilizer_increase_cycles,164664103,14756,7,2108.0
517,cycles_fertilizer_increase_output_parser,299622835,107,1,107.0
518,baseline_cycles,13956404,7376,8,922.0
519,cycles,202794318,14672,7,2096.0
520,fertilizer_increase_cycles,198843665,26432,7,3776.0
521,cycles_fertilizer_increase_output_parser,293513524,55,1,55.0
522,baseline_cycles,17021301,12264,8,1533.0
523,cycles,168982295,32739,7,4677.0
524,fertilizer_increase_cycles,162935481,13517,7,1931.0
525,cycles_fertilizer_increase_output_parser,180563559,62,1,62.0
526,cycles_output_summary,2698961764,3,1,3.0
527,cycles_fertilizer_increase_output_summary,2485172,42,1,42.0
528,baseline_cycles,16833651,73576,8,9197.0
529,cycles,253519037,10381,7,1483.0
530,fertilizer_increase_cycles,249694970,36477,7,5211.0
531,cycles_fertilizer_increase_output_parser,362497289,99,1,99.0
532,baseline_cycles,10645636,34656,8,4332.0
533,cycles,228885420,34076,7,4868.0
